Symbol,Rank,MTF,Quality Score,LTP,Stock Name,Sector,Intrinsic,Dividend%,Announced,Executed,Revenue,Net Profit,Recommended,Projected High,Projected Medium,Projected Low,All time high,SMA 200,RSI,Day Volatility,Week Volatility,Month Volatility,Day Trend,Week Trend,Month Trend,Day Support,Week Support,Month Support,Day NWE,Week NWE,Month NWE
CARRARO,978.0,5.0,,483.4,CARRARO INDIA LIMITED,Consumer Cyclical,80.55,,,,1843 cr,92 cr,none,0.0,0.0,0.0,692.4 => 30.0%,0.0 => 100.0%,67.27,3.98,6.75,16.99,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,410.26 => 15.13%,0.0 => 100.0%,0.0 => 100.0%
KRSNAA,979.0,5.0,,846.7,KRSNAA DIAGNOSTICS LTD,Healthcare,273.22,,,,740 cr,80 cr,none,1320.0,1062.5,949.0,1099.7 => 23.0%,789.3 => 6.78%,54.77,3.22,6.59,13.99,Downtrend,Downtrend,Downtrend,528.05 => 37.63%,528.05 => 37.63%,353.1 => 58.3%,768.43 => 9.24%,663.29 => 21.66%,0.0 => 100.0%
MTNL,980.0,1.0,,43.3,MAHANAGAR TELEPHONE NIGAM,Communication Services,-427.29,,,,580 cr,-3497 cr,none,0.0,0.0,0.0,387.9 => 89.0%,46.85 => -8.21%,38.03,2.45,7.22,20.24,Downtrend,Downtrend,Downtrend,37.42 => 13.58%,37.42 => 13.58%,16.6 => 61.66%,39.98 => 7.66%,33.1 => 23.55%,35.98 => 16.9%
AUTOAXLES,981.0,5.0,,1790.6,AUTOMOTIVE AXLES LIMITED,Consumer Cyclical,649.76,,,,2074 cr,157 cr,none,2059.0,2059.0,2059.0,2693.2 => 34.0%,1738.3 => 2.92%,55.96,2.84,5.14,10.98,Downtrend,Downtrend,Downtrend,1520.0 => 15.11%,1520.0 => 15.11%,335.6 => 81.26%,1671.79 => 6.64%,1546.34 => 13.64%,1261.98 => 29.52%
STYLEBAAZA,982.0,1.0,,362.25,BAAZAR STYLE RETAIL LTD,Consumer Cyclical,54.3,,,,1446 cr,17 cr,none,450.0,450.0,450.0,431.15 => 16.0%,289.82 => 19.99%,61.16,3.16,6.13,17.47,Downtrend,Downtrend,Downtrend,181.0 => 50.03%,181.0 => 50.03%,0.0 => 100.0%,325.43 => 10.16%,0.0 => 100.0%,0.0 => 100.0%
SAKSOFT,983.0,5.0,,211.96,SAKSOFT LIMITED,Technology,48.7,,,,931 cr,116 cr,none,0.0,0.0,0.0,321.76 => 34.0%,194.97 => 8.02%,49.47,3.62,7.63,17.77,Downtrend,Downtrend,Downtrend,125.03 => 41.01%,125.03 => 41.01%,8.56 => 95.96%,187.14 => 11.71%,165.63 => 21.86%,157.6 => 25.64%
JAICORPLTD,984.0,5.0,,152.46,JAI CORP LIMITED,Basic Materials,79.19,,,,666 cr,157 cr,none,0.0,0.0,0.0,1449.9 => 89.0%,139.06 => 8.79%,55.25,3.31,13.38,14.29,Downtrend,Downtrend,Downtrend,249.05 => -63.35%,81.49 => 46.55%,95.85 => 37.13%,139.84 => 8.28%,29.26 => 80.81%,84.32 => 44.69%
ALEMBICLTD,985.0,5.0,,104.19,ALEMBIC LIMITED,Real Estate,91.07,,,,221 cr,316 cr,none,0.0,0.0,0.0,214.9 => 52.0%,111.62 => -7.13%,43.96,2.03,4.9,14.66,Downtrend,Downtrend,Downtrend,85.46 => 17.98%,85.46 => 17.98%,55.2 => 47.02%,97.42 => 6.5%,81.78 => 21.5%,80.68 => 22.57%
KMEW,986.0,5.0,,2464.2,KNOWLEDGE MARINE & EN W L,Industrials,208.79,,,,206 cr,50 cr,none,0.0,0.0,0.0,2599.9 => 5.0%,1765.99 => 28.33%,72.88,5.26,11.39,13.12,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,1264.05 => 48.7%,0.0 => 100.0%,2016.03 => 18.19%,0.0 => 100.0%,0.0 => 100.0%
FCL,987.0,5.0,,232.15,FINEOTEX CHEMICAL LIMITED,Basic Materials,64.46,,,,529 cr,104 cr,none,294.0,294.0,294.0,458.85 => 49.0%,267.58 => -15.26%,36.8,1.73,6.11,15.99,Downtrend,Downtrend,Downtrend,207.0 => 10.83%,207.0 => 10.83%,12.45 => 94.64%,213.69 => 7.95%,186.86 => 19.51%,166.5 => 28.28%
VIKRAN,988.0,2.0,,102.98,VIKRAN ENGINEERING LTD,,25.49,,,,,,none,0.0,0.0,0.0,116.64 => 12.0%,0.0 => 100.0%,57.07,5.62,0.0,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
NUCLEUS,989.0,5.0,,1008.2,NUCLEUS SOFTWARE EXPORTS,Technology,309.29,,,,855 cr,168 cr,none,1350.0,1350.0,1350.0,1787.5 => 44.0%,1017.98 => -0.97%,41.14,2.69,5.29,21.52,Downtrend,Downtrend,Downtrend,725.0 => 28.09%,725.0 => 28.09%,351.35 => 65.15%,909.57 => 9.78%,760.56 => 24.56%,753.79 => 25.23%
NITCO,990.0,1.0,,115.82,NITCO LIMITED,Industrials,13.83,,,,410 cr,-650 cr,none,0.0,0.0,0.0,360.0 => 68.0%,126.89 => -9.55%,43.02,4.4,10.78,22.11,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,17.0 => 85.32%,16.7 => 85.58%,101.95 => 11.98%,96.33 => 16.83%,83.07 => 28.27%
TAJGVK,991.0,5.0,,422.4,TAJ GVK HOTELS & RESORTS,Consumer Cyclical,102.76,,,,475 cr,141 cr,none,0.0,0.0,0.0,528.1 => 20.0%,421.29 => 0.26%,44.99,2.64,9.6,17.43,Downtrend,Downtrend,Downtrend,281.05 => 33.46%,281.05 => 33.46%,102.0 => 75.85%,396.83 => 6.05%,348.59 => 17.47%,329.64 => 21.96%
VSSL,992.0,1.0,,273.7,VARDHMAN SPC STEEL LTD,Basic Materials,97.86,,,,1783 cr,87 cr,none,0.0,0.0,0.0,342.8 => 20.0%,241.41 => 11.8%,57.34,3.06,5.16,16.65,Downtrend,Downtrend,Downtrend,178.0 => 34.97%,178.0 => 34.97%,100.0 => 63.46%,252.48 => 7.75%,215.02 => 21.44%,185.11 => 32.37%
SMSPHARMA,993.0,1.0,,279.47,SMS PHARMACEUTICALS LTD.,Healthcare,72.15,,,,814 cr,73 cr,none,0.0,0.0,0.0,398.0 => 30.0%,233.27 => 16.53%,60.26,5.13,10.34,16.49,Downtrend,Downtrend,Downtrend,176.05 => 37.01%,176.05 => 37.01%,54.55 => 80.48%,252.45 => 9.67%,180.7 => 35.34%,177.97 => 36.32%
UNIVCABLES,994.0,1.0,,751.8,UNIVERSAL CABLES LTD,Industrials,510.65,,,,2520 cr,117 cr,none,0.0,0.0,0.0,938.0 => 20.0%,645.36 => 14.16%,53.59,4.67,8.34,15.71,Downtrend,Downtrend,Downtrend,407.25 => 45.83%,407.25 => 45.83%,125.1 => 83.36%,666.78 => 11.31%,539.91 => 28.18%,510.43 => 32.11%
MOLDTKPAC,995.0,5.0,,784.5,MOLD-TEK PACKAGING LTD,Consumer Cyclical,192.14,,,,825 cr,66 cr,none,1230.0,941.0,805.0,1110.0 => 29.0%,634.23 => 19.16%,41.83,2.81,6.97,13.46,Downtrend,Downtrend,Downtrend,410.0 => 47.74%,410.0 => 47.74%,135.09 => 82.78%,750.96 => 4.28%,642.56 => 18.09%,442.56 => 43.59%
HINDWAREAP,996.0,1.0,,310.2,HINDWARE HME INOVATON LTD,Consumer Cyclical,92.9,,,,2491 cr,-95 cr,none,375.0,343.0,320.0,664.1 => 53.0%,254.61 => 17.92%,43.21,3.69,10.0,14.9,Downtrend,Downtrend,Downtrend,177.42 => 42.8%,177.42 => 42.8%,263.0 => 15.22%,291.92 => 5.89%,205.71 => 33.69%,0.0 => 100.0%
BEPL,997.0,5.0,,104.26,BHANSALI ENG. POLYMERS LT,Basic Materials,40.34,,,,1366 cr,173 cr,none,0.0,0.0,0.0,177.0 => 41.0%,114.69 => -10.0%,39.04,1.66,4.14,15.43,Downtrend,Downtrend,Downtrend,90.0 => 13.68%,90.0 => 13.68%,58.03 => 44.34%,99.52 => 4.54%,82.74 => 20.64%,65.35 => 37.32%
POKARNA,998.0,5.0,,836.3,POKARNA LIMITED,Industrials,250.96,,,,909 cr,183 cr,none,0.0,0.0,0.0,1451.65 => 42.0%,1060.04 => -26.75%,42.55,4.0,10.65,29.04,Downtrend,Downtrend,Downtrend,722.7 => 13.58%,722.7 => 13.58%,233.55 => 72.07%,756.51 => 9.54%,681.28 => 18.54%,433.59 => 48.15%
BAJAJHIND,999.0,1.0,,20.83,BAJAJ HINDUSTHAN SUGAR LT,Consumer Defensive,33.92,,,,5437 cr,-132 cr,none,0.0,0.0,0.0,481.29 => 96.0%,24.02 => -15.32%,39.74,2.85,7.55,22.21,Downtrend,Downtrend,Downtrend,16.5 => 20.79%,16.5 => 20.79%,8.35 => 59.91%,18.04 => 13.39%,13.93 => 33.12%,16.93 => 18.74%
JINDALPOLY,1000.0,5.0,,590.35,JINDAL POLY FILMS LIMITED,Consumer Cyclical,940.47,,,,5185 cr,-27 cr,none,0.0,0.0,0.0,1449.0 => 59.0%,697.61 => -18.17%,51.77,2.53,8.03,13.54,Downtrend,Downtrend,Downtrend,449.2 => 23.91%,449.2 => 23.91%,449.2 => 23.91%,542.88 => 8.04%,419.8 => 28.89%,410.05 => 30.54%
KCP,1001.0,5.0,,199.71,KCP LTD,Basic Materials,118.86,,,,2514 cr,178 cr,none,0.0,0.0,0.0,281.79 => 29.0%,209.07 => -4.69%,40.18,1.97,5.29,15.67,Downtrend,Downtrend,Downtrend,167.55 => 16.1%,167.55 => 16.1%,91.7 => 54.08%,188.03 => 5.85%,164.34 => 17.71%,159.38 => 20.19%
NDRAUTO,1002.0,1.0,,1081.6,NDR AUTO COMPONENTS LTD,Consumer Cyclical,127.1,,,,727 cr,55 cr,none,0.0,0.0,0.0,1220.0 => 11.0%,861.02 => 20.39%,51.36,4.81,9.74,18.9,Downtrend,Downtrend,Downtrend,551.0 => 49.06%,551.0 => 49.06%,75.16 => 93.05%,946.05 => 12.53%,850.32 => 21.38%,0.0 => 100.0%
MONARCH,1003.0,1.0,,326.6,MONARCH NETWORTH CAP LTD,Financial Services,101.55,,,,328 cr,154 cr,none,0.0,0.0,0.0,499.0 => 35.0%,355.84 => -8.95%,44.41,2.89,6.19,13.04,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,294.5 => 9.83%,95.0 => 70.91%,304.0 => 6.92%,254.59 => 22.05%,0.0 => 100.0%
HATHWAY,1004.0,5.0,,14.47,HATHWAY CABLE & DATACOM,Communication Services,25.27,,,,2068 cr,105 cr,none,0.0,0.0,0.0,76.4 => 81.0%,14.91 => -3.03%,38.84,2.03,3.79,15.58,Downtrend,Downtrend,Downtrend,11.94 => 17.48%,11.94 => 17.48%,12.25 => 15.34%,13.68 => 5.46%,11.6 => 19.86%,6.42 => 55.64%
CAPACITE,1005.0,5.0,,300.9,CAPACITE INFRAPROJECT LTD,Industrials,203.14,,,,2369 cr,195 cr,none,466.0,394.0,374.0,465.0 => 35.0%,346.64 => -15.2%,47.53,3.66,8.5,16.84,Downtrend,Downtrend,Downtrend,287.5 => 4.45%,287.5 => 4.45%,98.2 => 67.36%,282.31 => 6.18%,241.28 => 19.82%,0.0 => 100.0%
EUROPRATIK,1006.0,2.0,,248.39,,Basic Materials,22.91,,,,284 cr,76 cr,none,0.0,0.0,0.0,278.0 => 11.0%,0.0 => 100.0%,0.0,0.0,0.0,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
LANDMARK,1007.0,5.0,,611.7,LANDMARK CARS LIMITED,Consumer Cyclical,132.48,,,,4255 cr,20 cr,none,940.0,735.0,510.0,905.0 => 32.0%,513.03 => 16.13%,52.85,4.07,8.43,16.01,Downtrend,Downtrend,Downtrend,329.8 => 46.08%,329.8 => 46.08%,0.0 => 100.0%,569.51 => 6.9%,412.28 => 32.6%,0.0 => 100.0%
TVSSRICHAK,1008.0,5.0,,3303.9,TVS SRICHAKRA LIMITED,Consumer Cyclical,1545.61,,,,3282 cr,27 cr,none,1900.0,1900.0,1900.0,5097.0 => 35.0%,3022.03 => 8.53%,74.47,3.69,5.68,11.67,Downtrend,Downtrend,Downtrend,2431.8 => 26.4%,2431.8 => 26.4%,1451.0 => 56.08%,2870.67 => 13.11%,2317.18 => 29.87%,2188.44 => 33.76%
IPL,1009.0,5.0,,219.18,INDIA PESTICIDES LIMITED,Basic Materials,78.01,,,,883 cr,98 cr,none,0.0,0.0,0.0,431.75 => 49.0%,180.68 => 17.56%,49.23,4.35,10.29,19.29,Downtrend,Downtrend,Downtrend,119.79 => 45.35%,119.79 => 45.35%,197.45 => 9.91%,196.39 => 10.4%,142.51 => 34.98%,0.0 => 100.0%
TATVA,1010.0,5.0,,1077.1,TATVA CHIN PHARM CHEM LTD,Basic Materials,315.61,,,,394 cr,7 cr,none,1200.0,860.0,535.0,2977.8 => 64.0%,874.45 => 18.81%,52.68,4.25,8.18,16.29,Downtrend,Downtrend,Downtrend,621.0 => 42.35%,621.0 => 42.35%,0.0 => 100.0%,954.56 => 11.38%,809.53 => 24.84%,0.0 => 100.0%
DIGITIDE,1011.0,1.0,,168.33,DIGITIDE SOLUTIONS LTD,Industrials,55.85,,,,2841 cr,61 cr,none,0.0,0.0,0.0,279.69 => 40.0%,0.0 => 100.0%,24.62,4.64,8.98,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
CARYSIL,1012.0,5.0,,880.4,CARYSIL LIMITED,Consumer Cyclical,185.61,,,,841 cr,71 cr,none,1039.0,1039.0,1039.0,1150.95 => 24.0%,752.22 => 14.56%,44.96,3.1,8.57,17.42,Downtrend,Downtrend,Downtrend,482.3 => 45.22%,482.3 => 45.22%,431.05 => 51.04%,807.77 => 8.25%,700.24 => 20.46%,0.0 => 100.0%
PANACEABIO,1013.0,1.0,,407.35,PANACEA BIOTEC LTD,Healthcare,136.92,,,,610 cr,11 cr,none,0.0,0.0,0.0,581.9 => 30.0%,430.98 => -5.8%,45.1,4.72,9.67,23.96,Downtrend,Downtrend,Downtrend,112.35 => 72.42%,112.35 => 72.42%,112.35 => 72.42%,377.29 => 7.38%,318.73 => 21.76%,267.48 => 34.34%
ADFFOODS,1014.0,5.0,,225.18,ADF FOODS LIMITED,Consumer Defensive,44.84,,,,601 cr,69 cr,none,228.0,228.0,228.0,353.95 => 36.0%,254.39 => -12.97%,44.02,2.67,7.71,17.73,Downtrend,Downtrend,Downtrend,179.0 => 20.51%,179.0 => 20.51%,130.0 => 42.27%,203.48 => 9.64%,186.8 => 17.04%,191.41 => 15.0%
DIAMONDYD,1015.0,5.0,,1034.55,PRATAAP SNACKS LIMITED,Consumer Defensive,289.13,,,,1697 cr,-43 cr,none,960.0,960.0,960.0,1458.7 => 29.0%,1065.76 => -3.02%,56.69,3.46,6.59,15.36,Downtrend,Downtrend,Downtrend,746.7 => 27.82%,746.7 => 27.82%,746.7 => 27.82%,932.54 => 9.86%,795.06 => 23.15%,0.0 => 100.0%
SUMMITSEC,1016.0,1.0,,2262.8,SUMMIT SECURITIES LTD,Financial Services,9050.01,,,,126 cr,86 cr,none,0.0,0.0,0.0,3675.0 => 38.0%,2149.59 => 5.0%,61.76,3.0,8.14,16.91,Downtrend,Downtrend,Downtrend,1380.0 => 39.01%,1380.0 => 39.01%,514.1 => 77.28%,2044.03 => 9.67%,1484.17 => 34.41%,1681.67 => 25.68%
HITECH,1017.0,5.0,,120.39,HI-TECH PIPES LIMITED,Basic Materials,67.74,,,,2992 cr,76 cr,none,122.0,122.0,122.0,210.85 => 43.0%,110.05 => 8.59%,82.71,4.43,7.2,11.7,Downtrend,Downtrend,Downtrend,102.8 => 14.61%,84.8 => 29.56%,39.32 => 67.34%,98.55 => 18.14%,58.01 => 51.82%,39.22 => 67.42%
WINDMACHIN,1018.0,5.0,,288.3,WINDSOR MACHINES LIMITED,Industrials,92.14,,,,401 cr,1 cr,none,0.0,0.0,0.0,440.8 => 35.0%,332.76 => -15.42%,33.26,2.86,8.24,22.72,Downtrend,Downtrend,Downtrend,63.8 => 77.87%,63.8 => 77.87%,7.65 => 97.35%,267.67 => 7.16%,248.22 => 13.9%,229.59 => 20.36%
SIMPLEXINF,1019.0,1.0,,307.15,SIMPLEX INFRASTRUCTURES L,Industrials,91.64,,,,1022 cr,26 cr,none,0.0,0.0,0.0,790.0 => 61.0%,291.11 => 5.22%,54.45,3.71,8.12,17.68,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,29.8 => 90.3%,29.8 => 90.3%,278.3 => 9.39%,235.48 => 23.33%,121.04 => 60.59%
SCILAL,1020.0,1.0,,51.77,SHIPPING CORP OF ILA LTD,Real Estate,64.48,,,,21 cr,-187 cr,none,0.0,0.0,0.0,108.55 => 52.0%,53.13 => -2.63%,56.86,2.22,5.15,14.86,Downtrend,Downtrend,Downtrend,42.85 => 17.23%,42.85 => 17.23%,0.0 => 100.0%,48.14 => 7.01%,0.0 => 100.0%,0.0 => 100.0%
UTKARSHBNK,1021.0,5.0,,21.86,UTKARSH SMALL FIN BANK L,Financial Services,27.0,,,,1223 cr,-353 cr,none,32.0,29.0,26.0,68.3 => 68.0%,25.45 => -16.44%,53.67,2.32,5.1,15.1,Downtrend,Downtrend,Downtrend,44.85 => -105.17%,44.85 => -105.17%,0.0 => 100.0%,20.32 => 7.05%,19.46 => 10.96%,0.0 => 100.0%
ORIENTHOT,1022.0,5.0,,134.83,ORIENT HOTELS LTD,Consumer Cyclical,38.18,,,,466 cr,47 cr,none,0.0,0.0,0.0,202.0 => 33.0%,150.81 => -11.85%,35.06,2.46,4.87,16.59,Downtrend,Downtrend,Downtrend,126.01 => 6.54%,126.01 => 6.54%,13.75 => 89.8%,126.84 => 5.92%,113.67 => 15.69%,119.12 => 11.65%
HGS,1023.0,5.0,,516.8,HINDUJA GLOBAL SOLS. LTD.,Industrials,1658.96,,,,4368 cr,-84 cr,none,0.0,0.0,0.0,4656.0 => 89.0%,561.59 => -8.67%,39.94,2.17,5.14,14.59,Downtrend,Downtrend,Downtrend,437.0 => 15.44%,437.0 => 15.44%,846.0 => -63.7%,487.29 => 5.71%,410.22 => 20.62%,272.8 => 47.21%
AEROFLEX,1024.0,5.0,,185.81,AEROFLEX INDUSTRIES LTD,Industrials,26.48,,,,371 cr,47 cr,none,0.0,0.0,0.0,272.0 => 32.0%,190.68 => -2.62%,52.29,4.22,7.06,17.2,Downtrend,Downtrend,Downtrend,148.01 => 20.34%,148.01 => 20.34%,0.0 => 100.0%,165.12 => 11.14%,161.47 => 13.1%,0.0 => 100.0%
FILATEX,1025.0,5.0,,54.11,FILATEX INDIA LTD,Consumer Cyclical,30.11,,,,4247 cr,142 cr,none,0.0,0.0,0.0,78.0 => 31.0%,51.49 => 4.84%,43.07,2.85,6.53,17.5,Downtrend,Downtrend,Downtrend,34.0 => 37.17%,34.0 => 37.17%,30.15 => 44.28%,49.86 => 7.85%,41.62 => 23.09%,33.89 => 37.37%
RANEHOLDIN,1026.0,5.0,,1677.2,RANE HOLDINGS LIMITED,Consumer Cyclical,774.48,,,,4872 cr,245 cr,none,0.0,0.0,0.0,2799.0 => 40.0%,1490.36 => 11.14%,76.07,4.17,6.63,13.05,Downtrend,Downtrend,Downtrend,1151.1 => 31.37%,1151.1 => 31.37%,280.0 => 83.31%,1429.74 => 14.75%,1176.33 => 29.86%,860.29 => 48.71%
RML,1027.0,1.0,,861.95,RANE (MADRAS) LIMITED,Consumer Cyclical,412.47,,,,3469 cr,42 cr,none,0.0,0.0,0.0,1529.0 => 44.0%,799.91 => 7.2%,53.18,2.98,6.62,16.97,Downtrend,Downtrend,Downtrend,575.0 => 33.29%,575.0 => 33.29%,258.55 => 70.0%,779.22 => 9.6%,647.39 => 24.89%,571.47 => 33.7%
PFS,1028.0,1.0,,37.05,PTC INDIA FIN SERV LTD,Financial Services,42.88,,,,401 cr,309 cr,none,0.0,0.0,0.0,73.15 => 49.0%,37.44 => -1.06%,38.6,2.27,5.04,13.26,Downtrend,Downtrend,Downtrend,29.41 => 20.62%,29.41 => 20.62%,12.25 => 66.94%,34.54 => 6.77%,26.68 => 27.99%,28.08 => 24.2%
SEAMECLTD,1029.0,1.0,,935.35,SEAMEC LIMITED,Industrials,396.41,,,,648 cr,116 cr,none,0.0,0.0,0.0,1669.95 => 44.0%,945.77 => -1.11%,54.71,2.66,8.34,16.75,Downtrend,Downtrend,Downtrend,780.5 => 16.56%,780.5 => 16.56%,562.0 => 39.92%,856.43 => 8.44%,616.44 => 34.09%,681.33 => 27.16%
TASTYBITE,1030.0,5.0,,9226.5,TASTY BITE EATABLES LTD,Consumer Defensive,1213.22,,,,610 cr,37 cr,none,0.0,0.0,0.0,21487.0 => 57.0%,9836.26 => -6.61%,29.7,1.32,5.64,16.59,Downtrend,Downtrend,Downtrend,7543.4 => 18.24%,7543.4 => 18.24%,7961.0 => 13.72%,8485.09 => 8.04%,7353.67 => 20.3%,8213.86 => 10.98%
EIHAHOTELS,1031.0,1.0,,387.6,EIH ASSOCIATED HOTELS LTD,Consumer Cyclical,88.04,,,,413 cr,94 cr,none,0.0,0.0,0.0,543.95 => 29.0%,380.44 => 1.85%,43.18,2.31,7.73,12.84,Downtrend,Downtrend,Downtrend,304.0 => 21.57%,304.0 => 21.57%,102.68 => 73.51%,374.51 => 3.38%,320.19 => 17.39%,304.61 => 21.41%
MBEL,1032.0,5.0,,411.65,M AND B ENGINEERING LTD,Industrials,61.31,,,,1086 cr,88 cr,none,0.0,0.0,0.0,494.0 => 17.0%,0.0 => 100.0%,46.01,2.9,10.54,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
YATRA,1033.0,1.0,,149.01,YATRA ONLINE LIMITED,Consumer Cyclical,49.96,,,,900 cr,49 cr,none,197.0,175.0,145.0,194.0 => 23.0%,101.64 => 31.79%,50.54,4.31,15.75,17.58,Downtrend,Downtrend,Downtrend,65.51 => 56.04%,65.51 => 56.04%,0.0 => 100.0%,134.24 => 9.91%,21.69 => 85.45%,0.0 => 100.0%
NILKAMAL,1034.0,5.0,,1566.6,NILKAMAL LIMITED,Consumer Cyclical,996.61,,,,3453 cr,103 cr,none,2232.0,1996.0,1760.0,3180.0 => 51.0%,1694.67 => -8.18%,47.04,2.0,4.51,10.19,Downtrend,Downtrend,Downtrend,1494.05 => 4.63%,1494.05 => 4.63%,1692.95 => -8.07%,1460.31 => 6.78%,1410.67 => 9.95%,1199.71 => 23.42%
SULA,1035.0,5.0,,276.78,SULA VINEYARDS LIMITED,Consumer Defensive,69.45,,,,568 cr,58 cr,none,285.0,280.0,268.0,699.0 => 60.0%,308.43 => -11.44%,53.06,2.6,7.8,15.09,Downtrend,Downtrend,Downtrend,243.0 => 12.2%,243.0 => 12.2%,0.0 => 100.0%,255.54 => 7.68%,199.45 => 27.94%,0.0 => 100.0%
SOLARA,1036.0,1.0,,643.15,SOLARA ACTIVE PHA SCI LTD,Healthcare,271.86,,,,1239 cr,25 cr,none,566.0,566.0,566.0,1859.95 => 65.0%,582.2 => 9.48%,45.49,3.16,7.88,16.49,Downtrend,Downtrend,Downtrend,442.8 => 31.15%,442.8 => 31.15%,286.0 => 55.53%,590.02 => 8.26%,468.78 => 27.11%,0.0 => 100.0%
COSMOFIRST,1037.0,2.5,,900.0,COSMO FIRST LIMITED,Consumer Cyclical,558.65,,,,3005 cr,145 cr,none,0.0,0.0,0.0,1428.0 => 37.0%,876.56 => 2.6%,32.98,3.13,8.06,24.26,Downtrend,Downtrend,Downtrend,525.7 => 41.59%,525.7 => 41.59%,451.5 => 49.83%,753.18 => 16.31%,755.0 => 16.11%,579.48 => 35.61%
HINDOILEXP,1038.0,5.0,,175.58,HINDUSTAN OIL EXPLORATION,Energy,99.95,,,,363 cr,149 cr,none,0.0,0.0,0.0,399.25 => 56.0%,179.29 => -2.11%,56.37,2.82,5.92,12.81,Downtrend,Downtrend,Downtrend,147.84 => 15.8%,147.84 => 15.8%,115.75 => 34.08%,163.96 => 6.62%,134.39 => 23.46%,126.29 => 28.07%
GEPIL,1039.0,5.0,,344.95,GE POWER INDIA LIMITED,Industrials,47.1,,,,1088 cr,-1 cr,none,0.0,0.0,0.0,1109.4 => 69.0%,302.12 => 12.42%,45.51,4.0,11.59,16.11,Downtrend,Downtrend,Downtrend,205.25 => 40.5%,205.25 => 40.5%,97.55 => 71.72%,319.68 => 7.33%,225.81 => 34.54%,119.19 => 65.45%
STOVEKRAFT,1040.0,5.0,,700.1,STOVE KRAFT LIMITED,Consumer Cyclical,143.07,,,,1475 cr,41 cr,none,850.0,844.0,670.0,1133.7 => 38.0%,694.23 => 0.84%,59.55,2.98,7.93,14.91,Downtrend,Downtrend,Downtrend,409.5 => 41.51%,409.5 => 41.51%,409.5 => 41.51%,640.33 => 8.54%,484.06 => 30.86%,0.0 => 100.0%
KALAMANDIR,1041.0,5.0,,157.05,SAI SILKS (KALAMANDIR) L,Consumer Cyclical,77.07,,,,1574 cr,113 cr,none,150.0,150.0,150.0,312.0 => 50.0%,152.97 => 2.6%,34.94,3.35,10.65,16.9,Downtrend,Downtrend,Downtrend,143.92 => 8.36%,113.0 => 28.05%,0.0 => 100.0%,146.7 => 6.59%,133.22 => 15.18%,0.0 => 100.0%
IDEAFORGE,1042.0,5.0,,533.25,IDEAFORGE TECHNO LTD,Technology,141.29,,,,88 cr,-87 cr,underperform,500.0,385.5,271.0,1343.95 => 60.0%,490.68 => 7.98%,60.3,4.08,9.14,22.63,Downtrend,Downtrend,Downtrend,304.2 => 42.95%,304.2 => 42.95%,0.0 => 100.0%,434.92 => 18.44%,337.31 => 36.74%,0.0 => 100.0%
REPCOHOME,1043.0,5.0,,366.7,REPCO HOME FINANCE LTD,Financial Services,547.79,,,,810 cr,464 cr,none,575.0,490.0,410.0,924.0 => 60.0%,391.06 => -6.64%,44.55,2.57,5.68,16.17,Downtrend,Downtrend,Downtrend,310.0 => 15.46%,310.0 => 15.46%,113.35 => 69.09%,334.98 => 8.65%,299.2 => 18.41%,252.46 => 31.15%
MAYURUNIQ,1044.0,5.0,,523.1,MAYUR UNIQUOTERS LTD,Consumer Cyclical,219.65,,,,883 cr,153 cr,none,792.0,742.5,693.0,700.0 => 25.0%,541.14 => -3.45%,45.05,2.09,4.82,13.05,Downtrend,Downtrend,Downtrend,441.0 => 15.69%,441.0 => 15.69%,319.2 => 38.98%,471.76 => 9.81%,454.18 => 13.18%,394.73 => 24.54%
GVPIL,1045.0,5.0,,337.45,GE POWER INDIA LIMITED,Industrials,47.1,,,,1088 cr,-1 cr,none,0.0,0.0,0.0,394.0 => 14.0%,0.0 => 100.0%,33.12,3.97,0.0,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
CANTABIL,1046.0,1.0,,269.5,CANTABIL RETAIL LTD,Consumer Cyclical,46.97,,,,752 cr,78 cr,none,0.0,0.0,0.0,334.0 => 19.0%,263.04 => 2.4%,60.87,3.97,6.11,13.06,Downtrend,Downtrend,Downtrend,211.01 => 21.7%,213.41 => 20.81%,180.55 => 33.01%,242.42 => 10.05%,211.37 => 21.57%,198.41 => 26.38%
