AKSHOPTFBR,Support,1708,1.0,8.02,0.71,9.23,1.5,66.33,3.69
KOHINOOR,Support,1712,1.0,34.15,-44.09,5.12,16.98,86.38,1.99
DIGIDRIVE,Support,1711,1.0,32.98,71.37,9.07,,,4.28
SURYALAXMI,Support,1715,1.0,65.49,143.41,3.27,16.78,82.59,3.85
SIL,Support,1716,1.0,19.13,18.57,6.27,-5.59,58.96,2.99
RELCHEMQ,Support,1720,1.0,159.98,182.03,-9.33,8.42,,3.11
SAMBHAAV,Support,1717,1.0,6.38,4.38,2.04,64.73,81.97,4.03
KAKATCEM,Support,1723,1.0,153.99,268.89,2.56,15.38,40.26,2.51
MANGALAM,Support,1722,1.0,76.13,100.32,4.64,-19.27,72.88,2.81
PIONEEREMB,Support,1725,1.0,38.25,50.26,6.64,3.14,31.24,3.43
TOTAL,Support,1724,1.0,73.8,51.83,9.2,16.0,76.29,3.26
SIKKO,Support,1695,1.0,67.63,46.4,-8.75,10.32,19.34,2.93
ACCURACY,Support,1729,1.0,7.17,7.71,9.21,-12.27,,3.13
PATINTLOG,Support,1730,1.0,15.06,18.32,3.78,30.28,30.28,3.07
PRITI,Support,1735,1.0,75.26,53.83,-8.69,77.81,,3.27
LPDC,Support,1732,1.0,7.73,2.98,4.27,34.02,90.3,3.25
MOTOGENFIN,Support,1733,1.0,26.72,22.48,7.93,15.98,60.8,3.09
AAATECH,Support,1734,1.0,79.23,24.1,-1.54,16.7,,1.95
HISARMETAL,Support,1736,1.0,186.0,115.7,3.03,13.95,,2.32
PRAKASHSTL,Support,1737,1.0,5.65,0.34,-1.77,43.36,99.12,3.06
ANMOL,Support,1742,1.0,16.05,18.81,8.72,12.65,,2.6
JHS,Support,1740,1.0,11.16,20.85,-12.9,-39.34,41.76,5.94
MITCON,Support,1743,1.0,64.9,90.63,6.92,29.7,57.59,3.17
ORIENTLTD,Support,1744,1.0,86.06,65.47,4.72,12.84,38.3,2.46
FMNL,Support,1749,1.0,13.33,17.38,3.23,71.49,71.49,5.37
DAMODARIND,Support,1745,1.0,36.79,61.79,7.58,23.89,59.23,5.67
SECURKLOUD,Support,1750,1.0,24.01,7.33,7.12,31.9,14.2,5.97
GSS,Support,1756,1.0,27.46,131.8,3.86,32.63,32.63,3.09
BANG,Support,1753,1.0,53.5,64.01,8.41,37.66,37.66,4.49
ASTRON,Support,1757,1.0,15.18,19.75,4.48,-25.16,-59.09,5.58
BANARBEADS,Support,1758,1.0,106.2,84.15,-4.52,23.07,78.34,5.72
JETFREIGHT,Support,1763,1.0,13.54,13.32,6.28,32.05,62.05,3.06
LEXUS,Support,1764,1.0,29.26,2.16,-0.85,-7.83,-7.83,3.99
21STCENMGM,Support,1766,1.0,52.42,48.58,-7.65,68.52,81.97,3.33
JAIPURKURT,Support,1759,1.0,38.46,32.97,-4.0,20.85,,4.82
PEARLPOLY,Support,1768,1.0,31.42,19.84,9.26,23.27,76.45,2.8
SUPERSPIN,Support,1769,1.0,9.31,10.04,7.63,30.18,42.0,5.19
LAXMICOT,Support,1770,1.0,24.48,36.62,9.93,16.87,29.94,2.98
GTLINFRA,Support,1084,1.0,1.57,-4.55,8.28,61.78,61.78,3.73
WANBURY,Support,1372,1.0,250.25,18.08,5.93,38.46,86.69,4.46
TCS,Support,3,5.0,3169.2,270.61,-13.33,-13.33,7.67,1.14
ITC,Support,11,5.0,410.65,55.96,4.99,4.99,2.75,0.92
SUNPHARMA,Support,17,5.0,1656.0,300.99,6.22,6.22,81.16,1.25
ADANIPOWER,Support,181,5.0,141.88,146.09,-204.48,-204.48,-204.48,14.81
RECLTD,Support,103,5.0,384.5,297.64,7.06,7.06,78.61,1.52
UNITDSPR,Support,107,5.0,1328.2,114.13,4.3,4.3,,1.49
AUROPHARMA,Support,152,5.0,1119.2,562.37,9.76,9.76,64.51,2.66
TORNTPOWER,Support,161,5.0,1264.5,349.58,4.53,4.53,67.16,1.65
UBL,Support,203,5.0,1796.0,165.04,-0.78,-0.78,24.64,1.87
LTTS,Support,208,5.0,4345.4,574.24,8.73,8.73,32.71,1.95
ACC,Support,245,5.0,1879.1,988.08,5.36,5.36,15.26,1.24
AWL,Support,254,5.0,256.95,72.75,9.89,9.89,-11.23,2.35
AJANTPHARM,Support,261,5.0,2544.6,301.59,8.54,8.54,58.27,1.43
SYNGENE,Support,283,5.0,665.45,117.59,8.69,8.69,8.69,1.93
IRB,Support,286,5.0,43.59,32.32,6.03,6.03,89.54,1.73
DEEPAKNTR,Support,299,5.0,1805.7,395.08,-11.92,-11.92,6.9,2.16
BRIGADE,Support,317,5.0,937.35,230.73,9.11,9.11,90.35,2.44
SUNTV,Support,329,5.0,557.5,295.58,1.47,1.47,29.36,1.73
CROMPTON,Support,350,5.0,313.95,52.66,4.12,4.12,20.05,1.76
HATSUN,Support,354,5.0,899.8,77.07,-6.68,-6.68,12.76,2.55
MANYAVAR,Support,386,5.0,717.55,73.5,-23.48,-23.48,,2.07
RATNAMANI,Support,398,5.0,2413.4,509.03,2.91,2.91,80.14,2.22
BATAINDIA,Support,421,5.0,1237.7,122.54,-2.53,-2.53,-11.58,1.98
FIVESTAR,Support,423,5.0,537.8,214.35,-11.57,-11.57,,2.79
SIGNATURE,Support,428,1.0,1107.6,51.63,8.74,8.74,,2.53
BLUEDART,Support,460,5.0,5762.0,657.05,6.89,6.89,4.78,1.95
FINCABLES,Support,484,5.0,830.85,359.17,6.12,6.12,58.66,1.53
CLEAN,Support,487,5.0,1178.0,133.25,6.07,6.07,-4.17,2.18
JYOTHYLAB,Support,499,5.0,322.5,55.81,6.95,6.95,59.64,1.04
SANOFI,Support,507,5.0,5037.5,339.62,2.69,2.69,-3.27,1.13
ABFRL,Support,515,5.0,92.11,60.57,-115.77,-115.77,-100.2,2.71
TEJASNET,Support,539,5.0,610.95,218.14,-6.6,-6.6,95.27,2.37
AETHER,Support,562,5.0,736.1,167.36,-3.46,-3.46,-3.46,1.48
JAIBALAJI,Support,576,5.0,101.04,23.36,-55.01,-55.01,92.91,4.17
MAPMYINDIA,Support,584,5.0,1646.2,145.3,8.09,8.09,40.22,1.14
BECTORFOOD,Support,606,5.0,1376.0,190.12,7.27,7.27,82.19,1.99
SANDUMA,Support,1010,5.0,159.33,161.23,-111.63,-111.63,,8.76
TIPSMUSIC,Support,633,5.0,599.75,16.39,8.08,8.08,99.18,2.19
PRAJIND,Support,660,5.0,389.0,75.17,-15.17,-15.17,25.69,1.55
TMB,Support,666,5.0,435.65,588.96,7.95,7.95,,1.45
AURIONPRO,Support,669,1.0,1233.1,279.89,-1.29,-1.29,98.9,4.93
CMSINFO,Support,674,5.0,407.55,138.0,-0.74,-0.74,,2.32
KTKBANK,Support,678,5.0,175.89,319.56,7.78,7.78,80.56,1.4
HGINFRA,Support,686,5.0,1004.8,452.6,7.59,7.59,87.43,2.76
VMART,Support,723,5.0,738.1,102.3,8.41,8.41,45.98,2.04
KNRCON,Support,729,5.0,204.08,161.44,-16.01,-16.01,0.68,3.13
EMUDHRA,Support,735,5.0,684.35,91.65,4.68,4.68,,2.93
ROUTE,Support,745,5.0,855.6,385.99,-62.0,-62.0,-22.95,2.53
IONEXCHANG,Support,754,5.0,424.55,98.26,4.6,4.6,,2.4
PDSL,Support,767,5.0,353.65,116.97,-11.61,-11.61,87.62,2.85
ENTERO,Support,771,5.0,1129.7,396.7,4.4,4.4,,2.84
JCHAC,Support,786,5.0,1762.4,235.73,9.18,9.18,46.78,1.16
NIITMTS,Support,808,5.0,326.65,88.92,-17.86,-17.86,,3.32
JISLJALEQS,Support,841,5.0,56.93,81.32,8.61,8.61,53.45,4.22
WONDERLA,Support,842,5.0,640.9,271.84,6.38,6.38,83.62,1.7
SUNCLAY,Support,852,5.0,1788.6,440.46,-2.04,-2.04,,4.16
JINDWORLD,Support,853,5.0,39.23,7.89,-39.41,-39.41,-36.5,3.46
CREATIVE,Support,1328,1.0,639.75,143.14,6.04,6.04,,3.16
TVTODAY,Support,1350,5.0,150.42,149.26,1.93,-12.72,15.2,1.89
MUFTI,Support,1402,2.5,117.76,63.15,0.65,0.65,,2.39
SHIVALIK,Support,1408,1.0,475.65,339.91,-5.12,-5.12,,2.9
DONEAR,Support,1493,1.0,96.59,45.2,-0.26,8.84,81.11,2.3
ALBERTDAVD,Support,1507,1.0,802.05,687.7,4.92,4.92,67.21,1.71
GANECOS,NWE,900,5.0,1277.6,454.36,4.44,23.05,36.16,2.48
BHAGCHEM,NWE,913,1.0,257.05,52.61,4.18,14.39,,3.66
SUNDROP,NWE,937,5.0,824.8,381.56,4.82,,,3.34
RAMRAT,NWE,932,1.0,671.8,109.75,4.17,20.24,,4.04
EVEREADY,NWE,942,5.0,422.35,63.44,3.86,22.33,50.35,3.48
PRABHA,NWE,948,1.0,219.53,32.0,3.98,,,3.78
XPROINDIA,NWE,997,5.0,1128.4,273.66,3.48,17.91,18.9,4.53
EIHAHOTELS,NWE,1025,1.0,397.4,88.04,4.8,20.85,26.84,2.78
WINDLAS,NWE,1082,5.0,963.65,241.38,4.12,18.57,,2.86
UGROCAP,NWE,1099,5.0,168.62,219.61,3.91,18.89,,3.42
HESTERBIO,NWE,1140,5.0,2021.2,369.41,3.63,29.41,47.87,2.53
SESHAPAPER,NWE,1155,5.0,262.3,330.15,4.32,10.41,19.01,2.0
TINNARUBR,NWE,1188,1.0,830.6,104.01,2.52,,,1.86
BIRLANU,NWE,1189,5.0,1979.0,1606.5,4.59,,,2.13
ALLDIGI,NWE,1214,5.0,923.9,170.29,4.07,,,2.5
BSHSL,NWE,1227,1.0,130.13,10.18,2.97,22.37,,2.92
HEUBACHIND,NWE,1225,5.0,596.05,226.75,0.72,16.08,35.94,0.55
GTPL,NWE,1238,5.0,115.9,103.88,4.91,19.88,,1.95
SAURASHCEM,NWE,1261,5.0,110.07,85.21,4.71,,,2.54
AVTNPL,NWE,1284,1.0,74.83,33.25,4.86,20.88,39.45,3.14
MATRIMONY,NWE,1293,5.0,513.1,112.04,4.55,21.26,,1.74
MAXIND,NWE,1299,1.0,206.19,83.04,3.54,27.07,,3.11
UNIENTER,NWE,1298,1.0,155.99,400.21,4.9,12.76,22.88,2.1
HEXATRADEX,NWE,1322,1.0,178.56,812.37,4.2,27.54,26.74,3.94
STEL,NWE,1356,1.0,473.55,950.66,2.77,27.96,33.89,5.91
HMVL,NWE,1446,5.0,84.93,208.18,3.9,12.68,47.65,3.2
PRIMO,NWE,1444,1.0,25.82,19.11,2.14,,,3.18
ADVANIHOTR,NWE,1467,1.0,60.25,8.8,4.97,18.32,21.43,2.43
DICIND,NWE,1483,1.0,564.8,452.39,3.46,12.77,7.12,3.24
SPENCERS,NWE,1487,1.0,56.88,-73.4,4.83,37.73,,2.63
SRGHFL,NWE,1511,1.0,290.1,168.38,3.45,1.44,,2.82
DYNPRO,NWE,1533,5.0,342.1,186.21,2.71,24.63,,4.24
LOKESHMACH,NWE,1556,1.0,178.6,109.98,4.95,47.3,24.82,3.99
HARRMALAYA,NWE,1541,1.0,207.96,83.48,4.3,21.24,25.44,2.51
KANORICHEM,NWE,1552,1.0,82.9,119.11,4.96,21.03,40.47,2.66
NIPPOBATRY,NWE,1559,1.0,471.1,675.31,3.38,22.24,25.21,2.71
STARTECK,NWE,1571,1.0,317.8,236.47,4.73,13.7,,3.93
AXITA,NWE,1578,1.0,8.8,1.58,3.05,32.57,,0.45
SHRADHA,NWE,1584,1.0,49.73,30.12,3.54,14.45,,7.91
RADIOCITY,NWE,1580,1.0,8.66,14.4,3.53,38.94,70.13,3.43
STARPAPER,NWE,1597,1.0,174.91,436.19,4.28,18.73,29.02,1.87
VISHWARAJ,NWE,1657,1.0,8.5,12.09,1.71,26.58,,4.24
MODTHREAD,NWE,1671,1.0,48.73,,-0.01,,,6.4
MAHESHWARI,NWE,1662,5.0,59.95,67.22,3.27,14.01,5.19,3.89
BALPHARMA,NWE,1705,1.0,84.34,39.09,3.14,16.87,15.57,5.68
PALASHSECU,NWE,1719,1.0,121.25,586.89,4.71,17.57,,3.67
OBCL,NWE,1718,1.0,57.59,43.82,4.58,12.76,,5.21
SAMBHAAV,NWE,1717,1.0,6.38,4.38,3.77,17.12,57.26,4.03
SIKKO,NWE,1695,1.0,67.63,46.4,4.44,23.07,,2.93
ORIENTLTD,NWE,1744,1.0,86.06,65.47,4.69,19.17,91.89,2.46
HDFCBANK,NWE,2,5.0,966.9,354.29,2.59,7.68,18.58,1.01
ICICIBANK,NWE,5,5.0,1402.2,461.87,2.45,6.07,18.05,1.0
HINDUNILVR,NWE,9,5.0,2559.6,210.26,2.51,13.43,19.61,1.45
ITC,NWE,11,5.0,410.65,55.96,2.84,9.87,12.43,0.92
ULTRACEMCO,NWE,18,5.0,12508.0,2403.76,3.84,10.78,20.11,1.3
TITAN,NWE,25,5.0,3467.2,130.93,2.89,9.82,18.14,1.57
ONGC,NWE,28,5.0,236.69,273.0,4.69,16.68,18.04,1.18
ADANIPOWER,NWE,181,5.0,141.88,146.09,-276.48,-196.18,-216.08,14.81
POWERGRID,NWE,32,5.0,286.2,99.76,3.94,13.85,10.97,1.42
BAJAJ-AUTO,NWE,34,5.0,8971.5,1260.08,4.26,24.91,18.49,1.38
COALINDIA,NWE,35,5.0,394.5,160.77,4.27,19.74,22.38,1.27
ASIANPAINT,NWE,36,5.0,2481.7,202.25,3.51,16.0,21.21,1.32
NESTLEIND,NWE,37,5.0,1194.5,20.8,4.38,10.54,16.0,1.22
HINDALCO,NWE,54,5.0,743.3,557.14,4.83,18.53,27.0,1.76
PIDILITIND,NWE,58,5.0,3048.3,191.77,3.11,9.47,15.93,1.17
BRITANNIA,NWE,60,5.0,6069.5,180.83,4.36,17.3,23.25,1.55
CIPLA,NWE,69,5.0,1575.8,386.24,4.0,10.78,17.85,1.28
GODREJCP,NWE,70,5.0,1238.9,117.29,4.64,15.16,18.89,1.85
APOLLOHOSP,NWE,88,5.0,7806.5,571.15,3.76,13.54,23.58,1.03
INDHOTEL,NWE,90,5.0,775.55,78.41,3.79,13.85,18.56,1.71
HAVELLS,NWE,105,5.0,1590.8,132.77,4.45,16.65,17.53,1.31
DABUR,NWE,110,5.0,535.45,60.94,4.07,15.56,16.59,1.43
MARICO,NWE,114,5.0,720.15,30.72,2.8,9.76,17.58,1.57
ICICIGI,NWE,115,5.0,1866.0,325.67,4.72,11.15,,1.99
PAYTM,NWE,138,5.0,1177.2,235.78,4.22,29.25,,2.51
ABBOTINDIA,NWE,157,5.0,30365.0,1992.14,3.18,3.16,13.91,1.9
GICRE,NWE,160,5.0,364.05,547.8,4.77,15.48,,1.49
COLPAL,NWE,162,5.0,2337.9,61.2,4.65,22.38,8.3,1.46
BERGEPAINT,NWE,164,5.0,531.6,52.78,3.94,10.27,21.29,2.96
UPL,NWE,190,5.0,691.1,345.95,4.12,12.01,30.95,2.21
ITCHOTELS,NWE,194,5.0,236.74,51.19,4.28,,,1.87
PAGEIND,NWE,198,5.0,43570.0,1261.62,3.43,6.41,21.01,1.96
UBL,NWE,203,5.0,1796.0,165.04,4.76,4.79,8.76,1.87
DALBHARAT,NWE,210,5.0,2409.9,926.29,4.41,16.08,,1.52
JUBLFOOD,NWE,218,5.0,626.4,31.98,3.68,11.45,22.01,1.75
MEDANTA,NWE,238,5.0,1354.2,125.91,4.86,12.44,,2.47
EXIDEIND,NWE,246,5.0,414.5,163.69,4.06,26.18,23.26,1.81
3MINDIA,NWE,251,5.0,29915.0,1639.13,1.66,12.92,16.83,1.79
AJANTPHARM,NWE,261,5.0,2544.6,301.59,4.74,12.71,13.8,1.43
EMAMILTD,NWE,293,5.0,579.6,61.81,2.91,20.43,24.3,2.41
SHYAMMETL,NWE,295,5.0,908.2,382.09,4.82,13.71,,1.98
ZFCVINDIA,NWE,297,5.0,13240.0,1694.76,2.54,14.66,18.0,2.27
EIHOTEL,NWE,303,5.0,391.1,73.76,3.34,21.59,22.9,2.12
ONESOURCE,NWE,339,1.0,1840.9,514.02,4.95,,,2.12
CROMPTON,NWE,350,5.0,313.95,52.66,4.1,14.8,18.65,1.76
HATSUN,NWE,354,5.0,899.8,77.07,4.35,12.79,16.77,2.55
ACMESOLAR,NWE,381,5.0,295.0,78.61,4.97,,,3.91
MANYAVAR,NWE,386,5.0,717.55,73.5,4.59,32.18,,2.07
SIGNATURE,NWE,428,1.0,1107.6,51.63,4.89,10.89,,2.53
INDIAMART,NWE,439,5.0,2469.6,340.53,1.12,12.06,,2.21
RAINBOW,NWE,444,5.0,1418.9,144.58,2.41,9.86,,2.25
ANURAS,NWE,490,5.0,1078.0,259.66,4.89,10.85,,2.37
SANOFICONR,NWE,498,1.0,5150.5,111.61,3.71,,,2.63
JYOTHYLAB,NWE,499,5.0,322.5,55.81,4.96,25.24,11.13,1.04
PVRINOX,NWE,527,5.0,1115.9,718.13,4.62,28.82,,2.19
JUBLINGREA,NWE,541,5.0,673.85,185.39,3.53,8.97,,3.17
BALRAMCHIN,NWE,546,5.0,509.75,187.99,4.95,10.13,14.72,1.98
SAPPHIRE,NWE,549,5.0,318.3,43.53,3.13,8.74,,2.3
INDIASHLTR,NWE,565,5.0,890.95,251.05,4.76,,,2.25
HCG,NWE,579,5.0,647.45,66.43,2.94,12.57,48.09,3.65
TTKPRESTIG,NWE,581,5.0,664.3,137.19,3.32,19.09,22.98,2.34
KRBL,NWE,582,5.0,395.45,229.04,4.27,10.07,49.6,3.73
SANDUMA,NWE,1010,5.0,159.33,161.23,-142.99,-88.9,,8.76
MASTEK,NWE,646,5.0,2420.6,795.84,3.82,17.74,29.55,3.32
SFL,NWE,650,5.0,680.85,279.21,2.45,22.23,41.87,3.48
EPL,NWE,664,5.0,219.34,73.75,4.86,12.05,21.6,2.39
TMB,NWE,666,5.0,435.65,588.96,4.57,8.44,,1.45
THANGAMAYL,NWE,675,1.0,2154.5,354.66,4.45,21.99,24.57,2.44
GULFOILLUB,NWE,701,5.0,1275.1,296.49,4.48,20.7,34.3,1.93
CSBBANK,NWE,719,5.0,350.6,259.26,4.6,5.77,,2.88
INNOVACAP,NWE,770,5.0,861.1,167.66,4.09,,,1.87
JSFB,NWE,776,5.0,461.2,392.23,3.62,,,2.58
SIS,NWE,777,5.0,343.6,166.79,2.75,8.25,,2.31
HEIDELBERG,NWE,779,5.0,213.29,61.67,4.6,12.68,22.21,1.45
JCHAC,NWE,786,5.0,1762.4,235.73,4.08,20.53,35.66,1.16
BANARISUG,NWE,798,1.0,3650.2,1418.6,4.1,8.97,18.37,2.96
NIITMTS,NWE,808,5.0,326.65,88.92,4.4,8.75,,3.32
ORIENTELEC,NWE,819,5.0,203.66,32.54,4.55,10.64,,2.18
BALMLAWRIE,NWE,871,5.0,216.26,115.0,1.7,22.62,21.69,2.22
BLAL,NWE,1339,5.0,221.04,0.27,3.82,10.6,,1.72
CHEVIOT,NWE,1420,5.0,1207.2,1114.28,3.97,17.45,,2.24
CONSOFINVT,NWE,1449,1.0,190.0,317.83,4.66,26.35,25.59,2.82
SESHAPAPER,Undervalued,1155,5.0,262.3,330.15,2.31,2.31,16.09,2.0
HEXATRADEX,Undervalued,1322,1.0,178.56,812.37,2.55,20.75,21.85,3.94
SUKHJITS,Undervalued,1481,1.0,167.41,173.82,4.43,4.43,4.43,2.69
CPCAP,Undervalued,1611,1.0,139.87,299.63,3.03,3.03,3.03,4.17
BASML,Undervalued,1631,1.0,27.58,64.0,1.85,1.7,1.7,3.48
GSS,Undervalued,1756,1.0,27.46,131.8,3.86,3.86,3.86,3.09
ADANIPOWER,Undervalued,181,5.0,141.88,146.09,-204.48,-103.94,6.68,14.81
GICRE,Undervalued,160,5.0,364.05,547.8,4.68,41.73,67.75,1.49
SANDUMA,Undervalued,1010,5.0,159.33,161.23,-111.63,-49.54,-49.54,8.76
